字詞名,注音一式
泡沫紅茶,ㄆㄠˋ　ㄇㄛˋ　ㄏㄨㄥˊ　ㄔㄚˊ
泡沫經濟,ㄆㄠˋ　ㄇㄛˋ　ㄐㄧㄥ　ㄐㄧˋ
泡泡糖,ㄆㄠˋ　ㄆㄠˋ　ㄊㄤˊ
波光粼粼,ㄅㄛ　ㄍㄨㄤ　ㄌㄧㄣˊ　ㄌㄧㄣˊ
波光蕩漾,ㄅㄛ　ㄍㄨㄤ　ㄉㄤˋ　ㄧㄤˋ
波濤洶湧,ㄅㄛ　ㄊㄠˊ　ㄒㄩㄥ　ㄩㄥˇ
波瀾壯闊,ㄅㄛ　ㄌㄢˊ　ㄓㄨㄤˋ　ㄎㄨㄛˋ
波羅蜜,ㄅㄛ　ㄌㄨㄛˊ　ㄇㄧˋ
泣不成聲,ㄑㄧˋ　ㄅㄨˋ　ㄔㄥˊ　ㄕㄥ
泣鬼神,ㄑㄧˋ　ㄍㄨㄟˇ　ㄕㄣˊ
泥古不化,ㄋㄧˋ　ㄍㄨˇ　ㄅㄨˋ　ㄏㄨㄚˋ
泥水匠,ㄋㄧˊ　ㄕㄨㄟˇ　ㄐㄧㄤˋ
泥水工,ㄋㄧˊ　ㄕㄨㄟˇ　ㄍㄨㄥ
泥火山,ㄋㄧˊ　ㄏㄨㄛˇ　ㄕㄢ
泥牛入海,ㄋㄧˊ　ㄋㄧㄡˊ　ㄖㄨˋ　ㄏㄞˇ
泥盆紀,ㄋㄧˊ　ㄆㄣˊ　ㄐㄧˋ
泥菩薩過江,ㄋㄧˊ　ㄆㄨˊ　ㄙㄚˋ　ㄍㄨㄛˋ　ㄐㄧㄤ
注目禮,ㄓㄨˋ　ㄇㄨˋ　ㄌㄧˇ
注音符號,ㄓㄨˋ　ㄧㄣ　ㄈㄨˊ　ㄏㄠˋ
泰山北斗,ㄊㄞˋ　ㄕㄢ　ㄅㄟˇ　ㄉㄡˇ
泰山壓頂,ㄊㄞˋ　ㄕㄢ　ㄧㄚ　ㄉㄧㄥˇ
泰然自若,ㄊㄞˋ　ㄖㄢˊ　ㄗˋ　ㄖㄨㄛˋ
泱泱大國,ㄧㄤ　ㄧㄤ　ㄉㄚˋ　ㄍㄨㄛˊ
洋娃娃,ㄧㄤˊ　ㄨㄚˊ　˙　ㄨㄚ
洋洋大觀,ㄧㄤˊ　ㄧㄤˊ　ㄉㄚˋ　ㄍㄨㄢ
洋洋得意,ㄧㄤˊ　ㄧㄤˊ　ㄉㄜˊ　ㄧˋ
洋洋灑灑,ㄧㄤˊ　ㄧㄤˊ　ㄙㄚˇ　ㄙㄚˇ
洋涇英語,ㄧㄤˊ　ㄐㄧㄥ　ㄅㄤ　ㄧㄥ　ㄩˇ
洋鬼子,ㄧㄤˊ　ㄍㄨㄟˇ　˙　ㄗ
洗心革面,ㄒㄧˇ　ㄒㄧㄣ　ㄍㄜˊ　ㄇㄧㄢˋ
洗手不幹,ㄒㄧˇ　ㄕㄡˇ　ㄅㄨˋ　ㄍㄢˋ
洗手間,ㄒㄧˇ　ㄕㄡˇ　ㄐㄧㄢ
洗溝球,ㄒㄧˇ　ㄍㄡ　ㄑㄧㄡˊ
洗耳恭聽,ㄒㄧˇ　ㄦˇ　ㄍㄨㄥ　ㄊㄧㄥ
洗衣機,ㄒㄧˇ　ㄧ　ㄐㄧ
洛陽紙貴,ㄌㄨㄛˋ　ㄧㄤˊ　ㄓˇ　ㄍㄨㄟˋ
洞天福地,ㄉㄨㄥˋ　ㄊㄧㄢ　ㄈㄨˊ　ㄉㄧˋ
洞察機先,ㄉㄨㄥˋ　ㄔㄚˊ　ㄐㄧ　ㄒㄧㄢ
洞房花燭夜,ㄉㄨㄥˋ　ㄈㄤˊ　ㄏㄨㄚ　ㄓㄨˊ　ㄧㄝˋ
洞燭機先,ㄉㄨㄥˋ　ㄓㄨˊ　ㄐㄧ　ㄒㄧㄢ
津津有味,ㄐㄧㄣ　ㄐㄧㄣ　ㄧㄡˇ　ㄨㄟˋ
津津樂道,ㄐㄧㄣ　ㄐㄧㄣ　ㄌㄜˋ　ㄉㄠˋ
活到老學到老,ㄏㄨㄛˊ　ㄉㄠˋ　ㄌㄠˇ　ㄒㄩㄝˊ　ㄉㄠˋ　ㄌㄠˇ
活動中心,ㄏㄨㄛˊ　ㄉㄨㄥˋ　ㄓㄨㄥ　ㄒㄧㄣ
活受罪,ㄏㄨㄛˊ　ㄕㄡˋ　ㄗㄨㄟˋ
活期存款,ㄏㄨㄛˊ　ㄑㄧˊ　ㄘㄨㄣˊ　ㄎㄨㄢˇ
活火山,ㄏㄨㄛˊ　ㄏㄨㄛˇ　ㄕㄢ
活生生,ㄏㄨㄛˊ　ㄕㄥ　ㄕㄥ
活神活現,ㄏㄨㄛˊ　ㄕㄣˊ　ㄏㄨㄛˊ　ㄒㄧㄢˋ
活血化瘀,ㄏㄨㄛˊ　ㄒㄧㄝˇ　ㄏㄨㄚˋ　ㄩ
活見鬼,ㄏㄨㄛˊ　ㄐㄧㄢˋ　ㄍㄨㄟˇ
活蹦亂跳,ㄏㄨㄛˊ　ㄅㄥˋ　ㄌㄨㄢˋ　ㄊㄧㄠˋ
活頁夾,ㄏㄨㄛˊ　ㄧㄝˋ　ㄐㄧㄚˊ
活頁紙,ㄏㄨㄛˊ　ㄧㄝˋ　ㄓˇ
派上用場,ㄆㄞˋ　ㄕㄤˋ　ㄩㄥˋ　ㄔㄤˇ
派出所,ㄆㄞˋ　ㄔㄨ　ㄙㄨㄛˇ
派生詞,ㄆㄞˋ　ㄕㄥ　ㄘˊ
流亡政府,ㄌㄧㄡˊ　ㄨㄤˊ　ㄓㄥˋ　ㄈㄨˇ
流刺網,ㄌㄧㄡˊ　ㄘˋ　ㄨㄤˇ
流動人口,ㄌㄧㄡˊ　ㄉㄨㄥˋ　ㄖㄣˊ　ㄎㄡˇ
流動資金,ㄌㄧㄡˊ　ㄉㄨㄥˋ　ㄗ　ㄐㄧㄣ
流口水,ㄌㄧㄡˊ　ㄎㄡˇ　ㄕㄨㄟˇ
流年不利,ㄌㄧㄡˊ　ㄋㄧㄢˊ　ㄅㄨˋ　ㄌㄧˋ
流於形式,ㄌㄧㄡˊ　ㄩˊ　ㄒㄧㄥˊ　ㄕˋ
流星雨,ㄌㄧㄡˊ　ㄒㄧㄥ　ㄩˇ
流水席,ㄌㄧㄡˊ　ㄕㄨㄟˇ　ㄒㄧˊ
流水帳,ㄌㄧㄡˊ　ㄕㄨㄟˇ　ㄓㄤˋ
流水行雲,ㄌㄧㄡˊ　ㄕㄨㄟˇ　ㄒㄧㄥˊ　ㄩㄣˊ
流浪兒,ㄌㄧㄡˊ　ㄌㄤˋ　ㄦˊ
流浪漢,ㄌㄧㄡˊ　ㄌㄤˋ　ㄏㄢˋ
流理臺,ㄌㄧㄡˊ　ㄌㄧˇ　ㄊㄞˊ
流線型,ㄌㄧㄡˊ　ㄒㄧㄢˋ　ㄒㄧㄥˊ
流芳百世,ㄌㄧㄡˊ　ㄈㄤ　ㄅㄞˇ　ㄕˋ
流落街頭,ㄌㄧㄡˊ　ㄌㄨㄛˋ　ㄐㄧㄝ　ㄊㄡˊ
流血流汗,ㄌㄧㄡˊ　ㄒㄧㄝˇ　ㄌㄧㄡˊ　ㄏㄢˋ　（又音）ㄌㄧㄡˊ　ㄒㄩㄝˋ　ㄌㄧㄡˊ　ㄏㄢˋ
流行性感冒,ㄌㄧㄡˊ　ㄒㄧㄥˊ　ㄒㄧㄥˋ　ㄍㄢˇ　ㄇㄠˋ
流行歌,ㄌㄧㄡˊ　ㄒㄧㄥˊ　ㄍㄜ
流行病,ㄌㄧㄡˊ　ㄒㄧㄥˊ　ㄅㄧㄥˋ
流行語,ㄌㄧㄡˊ　ㄒㄧㄥˊ　ㄩˇ
流連忘返,ㄌㄧㄡˊ　ㄌㄧㄢˊ　ㄨㄤˋ　ㄈㄢˇ
流離失所,ㄌㄧㄡˊ　ㄌㄧˊ　ㄕ　ㄙㄨㄛˇ
流體力學,ㄌㄧㄡˊ　ㄊㄧˇ　ㄌㄧˋ　ㄒㄩㄝˊ
浩浩湯湯,ㄏㄠˋ　ㄏㄠˋ　ㄕㄤ　ㄕㄤ
浩浩蕩蕩,ㄏㄠˋ　ㄏㄠˋ　ㄉㄤˋ　ㄉㄤˋ
浩然正氣,ㄏㄠˋ　ㄖㄢˊ　ㄓㄥˋ　ㄑㄧˋ
浪漫主義,ㄌㄤˋ　ㄇㄢˋ　ㄓㄨˇ　ㄧˋ
浪蝶狂蜂,ㄌㄤˋ　ㄉㄧㄝˊ　ㄎㄨㄤˊ　ㄈㄥ
浪跡天涯,ㄌㄤˋ　ㄐㄧ　ㄊㄧㄢ　ㄧㄚˊ
浮上心頭,ㄈㄨˊ　ㄕㄤˋ　ㄒㄧㄣ　ㄊㄡˊ
浮世繪,ㄈㄨˊ　ㄕˋ　ㄏㄨㄟˋ
浮光掠影,ㄈㄨˊ　ㄍㄨㄤ　ㄌㄩㄝˋ　ㄧㄥˇ
浮動匯率,ㄈㄨˊ　ㄉㄨㄥˋ　ㄏㄨㄟˋ　ㄌㄩˋ
浮游生物,ㄈㄨˊ　ㄧㄡˊ　ㄕㄥ　ㄨˋ
浴佛節,ㄩˋ　ㄈㄛˊ　ㄐㄧㄝˊ
浴火重生,ㄩˋ　ㄏㄨㄛˇ　ㄔㄨㄥˊ　ㄕㄥ
海埔新生地,ㄏㄞˇ　ㄆㄨˇ　ㄒㄧㄣ　ㄕㄥ　ㄉㄧˋ
海岸線,ㄏㄞˇ　ㄢˋ　ㄒㄧㄢˋ
海峽兩岸,ㄏㄞˇ　ㄒㄧㄚˊ　ㄌㄧㄤˇ　ㄢˋ
海市蜃樓,ㄏㄞˇ　ㄕˋ　ㄕㄣˋ　ㄌㄡˊ
海底撈針,ㄏㄞˇ　ㄉㄧˇ　ㄌㄠ　ㄓㄣ
海枯石爛,ㄏㄞˇ　ㄎㄨ　ㄕˊ　ㄌㄢˋ
海水浴場,ㄏㄞˇ　ㄕㄨㄟˇ　ㄩˋ　ㄔㄤˇ
海水淡化,ㄏㄞˇ　ㄕㄨㄟˇ　ㄉㄢˋ　ㄏㄨㄚˋ
海洛因,ㄏㄞˇ　ㄌㄨㄛˋ　ㄧㄣ
海灘排球,ㄏㄞˇ　ㄊㄢ　ㄆㄞˊ　ㄑㄧㄡˊ
海王星,ㄏㄞˇ　ㄨㄤˊ　ㄒㄧㄥ
海砂屋,ㄏㄞˇ　ㄕㄚ　ㄨ
海誓山盟,ㄏㄞˇ　ㄕˋ　ㄕㄢ　ㄇㄥˊ
海闊天空,ㄏㄞˇ　ㄎㄨㄛˋ　ㄊㄧㄢ　ㄎㄨㄥ
涅槃經,ㄋㄧㄝˋ　ㄆㄢˊ　ㄐㄧㄥ
涇渭分明,ㄐㄧㄥ　ㄨㄟˋ　ㄈㄣ　ㄇㄧㄥˊ
消化器官,ㄒㄧㄠ　ㄏㄨㄚˋ　ㄑㄧˋ　ㄍㄨㄢ
消渴症,ㄒㄧㄠ　ㄎㄜˇ　ㄓㄥˋ
消火氣,ㄒㄧㄠ　ㄏㄨㄛˇ　ㄑㄧˋ
消聲匿跡,ㄒㄧㄠ　ㄕㄥ　ㄋㄧˋ　ㄐㄧ
消費品,ㄒㄧㄠ　ㄈㄟˋ　ㄆㄧㄣˇ
消費者,ㄒㄧㄠ　ㄈㄟˋ　ㄓㄜˇ
消費者保護法,ㄒㄧㄠ　ㄈㄟˋ　ㄓㄜˇ　ㄅㄠˇ　ㄏㄨˋ　ㄈㄚˇ
消費者運動,ㄒㄧㄠ　ㄈㄟˋ　ㄓㄜˇ　ㄩㄣˋ　ㄉㄨㄥˋ
消防栓,ㄒㄧㄠ　ㄈㄤˊ　ㄕㄨㄢ
消防車,ㄒㄧㄠ　ㄈㄤˊ　ㄔㄜ
消防隊,ㄒㄧㄠ　ㄈㄤˊ　ㄉㄨㄟˋ
涓滴歸公,ㄐㄩㄢ　ㄉㄧ　ㄍㄨㄟ　ㄍㄨㄥ
涕泗縱橫,ㄊㄧˋ　ㄙˋ　ㄗㄨㄥ　ㄏㄥˊ
涕淚俱下,ㄊㄧˋ　ㄌㄟˋ　ㄐㄩˋ　ㄒㄧㄚˋ
涮羊肉,ㄕㄨㄢˋ　ㄧㄤˊ　ㄖㄡˋ
液化天然氣,ㄧㄝˋ　ㄏㄨㄚˋ　ㄊㄧㄢ　ㄖㄢˊ　ㄑㄧˋ
液化石油氣,ㄧㄝˋ　ㄏㄨㄚˋ　ㄕˊ　ㄧㄡˊ　ㄑㄧˋ
液晶顯示器,ㄧㄝˋ　ㄐㄧㄥ　ㄒㄧㄢˇ　ㄕˋ　ㄑㄧˋ
涼爽羊毛,ㄌㄧㄤˊ　ㄕㄨㄤˇ　ㄧㄤˊ　ㄇㄠˊ
淋巴結,ㄌㄧㄣˊ　ㄅㄚ　ㄐㄧㄝˊ
淋巴腺,ㄌㄧㄣˊ　ㄅㄚ　ㄒㄧㄢˋ
淋漓盡致,ㄌㄧㄣˊ　ㄌㄧˊ　ㄐㄧㄣˋ　ㄓˋ
淒風苦雨,ㄑㄧ　ㄈㄥ　ㄎㄨˇ　ㄩˇ
淘汰賽,ㄊㄠˊ　ㄊㄞˋ　ㄙㄞˋ
淘金夢,ㄊㄠˊ　ㄐㄧㄣ　ㄇㄥˋ
淘金客,ㄊㄠˊ　ㄐㄧㄣ　ㄎㄜˋ
淚人兒,ㄌㄟˋ　ㄖㄣˊ　ㄦ（ㄖㄜˊ　ㄦ）
淚如泉湧,ㄌㄟˋ　ㄖㄨˊ　ㄑㄩㄢˊ　ㄩㄥˇ
淚汪汪,ㄌㄟˋ　ㄨㄤ　ㄨㄤ
淚流滿面,ㄌㄟˋ　ㄌㄧㄡˊ　ㄇㄢˇ　ㄇㄧㄢˋ
淚珠盈眶,ㄌㄟˋ　ㄓㄨ　ㄧㄥˊ　ㄎㄨㄤ
淚眼汪汪,ㄌㄟˋ　ㄧㄢˇ　ㄨㄤ　ㄨㄤ
淚眼矇矓,ㄌㄟˋ　ㄧㄢˇ　ㄇㄥˊ　ㄌㄨㄥˊ
淨土宗,ㄐㄧㄥˋ　ㄊㄨˇ　ㄗㄨㄥ
深不可測,ㄕㄣ　ㄅㄨˋ　ㄎㄜˇ　ㄘㄜˋ
深仇大恨,ㄕㄣ　ㄔㄡˊ　ㄉㄚˋ　ㄏㄣˋ
深入堂奧,ㄕㄣ　ㄖㄨˋ　ㄊㄤˊ　ㄠˋ
深入淺出,ㄕㄣ　ㄖㄨˋ　ㄑㄧㄢˇ　ㄔㄨ
深呼吸,ㄕㄣ　ㄏㄨ　ㄒㄧ
深宅大院,ㄕㄣ　ㄓㄞˊ　ㄉㄚˋ　ㄩㄢˋ
深居簡出,ㄕㄣ　ㄐㄩ　ㄐㄧㄢˇ　ㄔㄨ
深明大義,ㄕㄣ　ㄇㄧㄥˊ　ㄉㄚˋ　ㄧˋ
深更半夜,ㄕㄣ　ㄍㄥ　ㄅㄢˋ　ㄧㄝˋ
深耕易耨,ㄕㄣ　ㄍㄥ　ㄧˋ　ㄋㄡˋ
深藏不露,ㄕㄣ　ㄘㄤˊ　ㄅㄨˋ　ㄌㄡˋ
深謀遠慮,ㄕㄣ　ㄇㄡˊ　ㄩㄢˇ　ㄌㄩˋ
混凝土,ㄏㄨㄣˋ　ㄋㄧㄥˊ　ㄊㄨˇ
淺嘗則止,ㄑㄧㄢˇ　ㄔㄤˊ　ㄗㄜˊ　ㄓˇ
淺顯易懂,ㄑㄧㄢˇ　ㄒㄧㄢˇ　ㄧˋ　ㄉㄨㄥˇ
清一色,ㄑㄧㄥ　ㄧ　ㄙㄜˋ
清唱劇,ㄑㄧㄥ　ㄔㄤˋ　ㄐㄩˋ
清心寡慾,ㄑㄧㄥ　ㄒㄧㄣ　ㄍㄨㄚˇ　ㄩˋ
清教徒,ㄑㄧㄥ　ㄐㄧㄠˋ　ㄊㄨˊ
清清楚楚,ㄑㄧㄥ　ㄑㄧㄥ　ㄔㄨˇ　ㄔㄨˇ
清湯掛麵,ㄑㄧㄥ　ㄊㄤ　ㄍㄨㄚˋ　ㄇㄧㄢˋ
清真寺,ㄑㄧㄥ　ㄓㄣ　ㄙˋ
清道夫,ㄑㄧㄥ　ㄉㄠˋ　ㄈㄨ
清靜無為,ㄑㄧㄥ　ㄐㄧㄥˋ　ㄨˊ　ㄨㄟˊ
清風明月,ㄑㄧㄥ　ㄈㄥ　ㄇㄧㄥˊ　ㄩㄝˋ
渙然冰釋,ㄏㄨㄢˋ　ㄖㄢˊ　ㄅㄧㄥ　ㄕˋ
渡假勝地,ㄉㄨˋ　ㄐㄧㄚˋ　ㄕㄥˋ　ㄉㄧˋ
渡假村,ㄉㄨˋ　ㄐㄧㄚˋ　ㄘㄨㄣ
游刃有餘,ㄧㄡˊ　ㄖㄣˋ　ㄧㄡˇ　ㄩˊ
游手好閒,ㄧㄡˊ　ㄕㄡˇ　ㄏㄠˋ　ㄒㄧㄢˊ
游擊隊,ㄧㄡˊ　ㄐㄧˊ　ㄉㄨㄟˋ
游泳池,ㄧㄡˊ　ㄩㄥˇ　ㄔˊ
游離票,ㄧㄡˊ　ㄌㄧˊ　ㄆㄧㄠˋ
渾渾噩噩,ㄏㄨㄣˊ　ㄏㄨㄣˊ　ㄜˋ　ㄜˋ
渾然天成,ㄏㄨㄣˊ　ㄖㄢˊ　ㄊㄧㄢ　ㄔㄥˊ
渾然忘我,ㄏㄨㄣˊ　ㄖㄢˊ　ㄨㄤˋ　ㄨㄛˇ
渾身解數,ㄏㄨㄣˊ　ㄕㄣ　ㄐㄧㄝˇ　ㄕㄨˋ
湖光山色,ㄏㄨˊ　ㄍㄨㄤ　ㄕㄢ　ㄙㄜˋ
湮沒無聞,ㄧㄣ　ㄇㄛˋ　ㄨˊ　ㄨㄣˊ
湯湯水水,ㄊㄤ　ㄊㄤ　ㄕㄨㄟˇ　ㄕㄨㄟˇ
源源不斷,ㄩㄢˊ　ㄩㄢˊ　ㄅㄨˋ　ㄉㄨㄢˋ
源源不絕,ㄩㄢˊ　ㄩㄢˊ　ㄅㄨˋ　ㄐㄩㄝˊ
源源本本,ㄩㄢˊ　ㄩㄢˊ　ㄅㄣˇ　ㄅㄣˇ
源遠流長,ㄩㄢˊ　ㄩㄢˇ　ㄌㄧㄡˊ　ㄔㄤˊ
準備金,ㄓㄨㄣˇ　ㄅㄟˋ　ㄐㄧㄣ
溜之大吉,ㄌㄧㄡ　ㄓ　ㄉㄚˋ　ㄐㄧˊ
溜冰鞋,ㄌㄧㄡ　ㄅㄧㄥ　ㄒㄧㄝˊ
溢於言表,ㄧˋ　ㄩˊ　ㄧㄢˊ　ㄅㄧㄠˇ
溢洪道,ㄧˋ　ㄏㄨㄥˊ　ㄉㄠˋ
溫室效應,ㄨㄣ　ㄕˋ　ㄒㄧㄠˋ　ㄧㄥˋ
溫度計,ㄨㄣ　ㄉㄨˋ　ㄐㄧˋ
溫故知新,ㄨㄣ　ㄍㄨˋ　ㄓ　ㄒㄧㄣ
溫文儒雅,ㄨㄣ　ㄨㄣˊ　ㄖㄨˊ　ㄧㄚˇ
溫潤如玉,ㄨㄣ　ㄖㄨㄣˋ　ㄖㄨˊ　ㄩˋ
溼度計,ㄕ　ㄉㄨˋ　ㄐㄧˋ
溼漉漉,ㄕ　ㄌㄨˋ　ㄌㄨˋ
溼答答,ㄕ　ㄉㄚ　ㄉㄚ
滅火器,ㄇㄧㄝˋ　ㄏㄨㄛˇ　ㄑㄧˋ
滅門血案,ㄇㄧㄝˋ　ㄇㄣˊ　ㄒㄧㄝˇ　ㄢˋ
滎經縣,ㄧㄥˊ　ㄐㄧㄥ　ㄒㄧㄢˋ
滑板運動,ㄏㄨㄚˊ　ㄅㄢˇ　ㄩㄣˋ　ㄉㄨㄥˋ
滑翔機,ㄏㄨㄚˊ　ㄒㄧㄤˊ　ㄐㄧ
滑翔翼,ㄏㄨㄚˊ　ㄒㄧㄤˊ　ㄧˋ
滑頭滑腦,ㄏㄨㄚˊ　ㄊㄡˊ　ㄏㄨㄚˊ　ㄋㄠˇ
滔天大罪,ㄊㄠ　ㄊㄧㄢ　ㄉㄚˋ　ㄗㄨㄟˋ
滔滔不絕,ㄊㄠ　ㄊㄠ　ㄅㄨˋ　ㄐㄩㄝˊ
滔滔雄辯,ㄊㄠ　ㄊㄠ　ㄒㄩㄥˊ　ㄅㄧㄢˋ
滴水不沾,ㄉㄧ　ㄕㄨㄟˇ　ㄅㄨˋ　ㄓㄢ
滴水未沾,ㄉㄧ　ㄕㄨㄟˇ　ㄨㄟˋ　ㄓㄢ
滴水漏斗,ㄉㄧ　ㄕㄨㄟˇ　ㄌㄡˋ　ㄉㄡˇ
滴水穿石,ㄉㄧ　ㄕㄨㄟˇ　ㄔㄨㄢ　ㄕˊ
滴滴答答,ㄉㄧ　ㄉㄧ　ㄉㄚ　ㄉㄚ
滴粉搓酥,ㄉㄧ　ㄈㄣˇ　ㄘㄨㄛ　ㄙㄨ
滴酒不沾,ㄉㄧ　ㄐㄧㄡˇ　ㄅㄨˋ　ㄓㄢ
滾瓜爛熟,ㄍㄨㄣˇ　ㄍㄨㄚ　ㄌㄢˋ　ㄕㄡˊ
滿不在乎,ㄇㄢˇ　ㄅㄨˋ　ㄗㄞˋ　˙　ㄏㄨ
滿城風雨,ㄇㄢˇ　ㄔㄥˊ　ㄈㄥ　ㄩˇ
滿堂彩,ㄇㄢˇ　ㄊㄤˊ　ㄘㄞˇ
滿天星,ㄇㄢˇ　ㄊㄧㄢ　ㄒㄧㄥ
滿心歡喜,ㄇㄢˇ　ㄒㄧㄣ　ㄏㄨㄢ　ㄒㄧˇ
滿懷信心,ㄇㄢˇ　ㄏㄨㄞˊ　ㄒㄧㄣˋ　ㄒㄧㄣ
滿江紅,ㄇㄢˇ　ㄐㄧㄤ　ㄏㄨㄥˊ
滿球數,ㄇㄢˇ　ㄑㄧㄡˊ　ㄕㄨˋ
滿目瘡痍,ㄇㄢˇ　ㄇㄨˋ　ㄔㄨㄤ　ㄧˊ
滿腔怒火,ㄇㄢˇ　ㄑㄧㄤ　ㄋㄨˋ　ㄏㄨㄛˇ
滿腦子,ㄇㄢˇ　ㄋㄠˇ　˙　ㄗ
滿腹牢騷,ㄇㄢˇ　ㄈㄨˋ　ㄌㄠˊ　ㄙㄠ
滿腹經綸,ㄇㄢˇ　ㄈㄨˋ　ㄐㄧㄥ　ㄌㄨㄣˊ
滿臉通紅,ㄇㄢˇ　ㄌㄧㄢˇ　ㄊㄨㄥ　ㄏㄨㄥˊ
滿載而歸,ㄇㄢˇ　ㄗㄞˋ　ㄦˊ　ㄍㄨㄟ
滿面春風,ㄇㄢˇ　ㄇㄧㄢˋ　ㄔㄨㄣ　ㄈㄥ
滿頭大汗,ㄇㄢˇ　ㄊㄡˊ　ㄉㄚˋ　ㄏㄢˋ
漁人之利,ㄩˊ　ㄖㄣˊ　ㄓ　ㄌㄧˋ
漁翁得利,ㄩˊ　ㄨㄥ　ㄉㄜˊ　ㄌㄧˋ
漆黑一團,ㄑㄧ　ㄏㄟ　ㄧ　ㄊㄨㄢˊ
漏洞百出,ㄌㄡˋ　ㄉㄨㄥˋ　ㄅㄞˇ　ㄔㄨ
漏網之魚,ㄌㄡˋ　ㄨㄤˇ　ㄓ　ㄩˊ
演藝人員,ㄧㄢˇ　ㄧˋ　ㄖㄣˊ　ㄩㄢˊ
漫不經心,ㄇㄢˋ　ㄅㄨˋ　ㄐㄧㄥ　ㄒㄧㄣ
漫山遍野,ㄇㄢˋ　ㄕㄢ　ㄅㄧㄢˋ　ㄧㄝˇ
漫無止境,ㄇㄢˋ　ㄨˊ　ㄓˇ　ㄐㄧㄥˋ
漫無目的,ㄇㄢˋ　ㄨˊ　ㄇㄨˋ　ㄉㄧˋ
漫無邊際,ㄇㄢˋ　ㄨˊ　ㄅㄧㄢ　ㄐㄧˋ
漲停板,ㄓㄤˇ　ㄊㄧㄥˊ　ㄅㄢˇ
漲價歸公,ㄓㄤˇ　ㄐㄧㄚˋ　ㄍㄨㄟ　ㄍㄨㄥ
漸入佳境,ㄐㄧㄢˋ　ㄖㄨˋ　ㄐㄧㄚ　ㄐㄧㄥˋ
漸趨式微,ㄐㄧㄢˋ　ㄑㄩ　ㄕˋ　ㄨㄟˊ
潑冷水,ㄆㄛ　ㄌㄥˇ　ㄕㄨㄟˇ
潔白無瑕,ㄐㄧㄝˊ　ㄅㄞˊ　ㄨˊ　ㄒㄧㄚˊ
潔身自好,ㄐㄧㄝˊ　ㄕㄣ　ㄗˋ　ㄏㄠˋ
潔身自愛,ㄐㄧㄝˊ　ㄕㄣ　ㄗˋ　ㄞˋ
潘他唑新,ㄆㄢ　ㄊㄚ　ㄗㄨㄛˋ　ㄒㄧㄣ
潘安再世,ㄆㄢ　ㄢ　ㄗㄞˋ　ㄕˋ
潛伏期,ㄑㄧㄢˊ　ㄈㄨˊ　ㄑㄧˊ
潛在危機,ㄑㄧㄢˊ　ㄗㄞˋ　ㄨㄟˊ　ㄐㄧ
潛意識,ㄑㄧㄢˊ　ㄧˋ　ㄕˋ
潛望鏡,ㄑㄧㄢˊ　ㄨㄤˋ　ㄐㄧㄥˋ
潛水艇,ㄑㄧㄢˊ　ㄕㄨㄟˇ　ㄊㄧㄥˇ
潛水衣,ㄑㄧㄢˊ　ㄕㄨㄟˇ　ㄧ
潛盾工程法,ㄑㄧㄢˊ　ㄉㄨㄣˋ　ㄍㄨㄥ　ㄔㄥˊ　ㄈㄚˇ
潛移默化,ㄑㄧㄢˊ　ㄧˊ　ㄇㄛˋ　ㄏㄨㄚˋ
潰不成軍,ㄎㄨㄟˋ　ㄅㄨˋ　ㄔㄥˊ　ㄐㄩㄣ
潸然淚下,ㄕㄢ　ㄖㄢˊ　ㄌㄟˋ　ㄒㄧㄚˋ
澆冷水,ㄐㄧㄠ　ㄌㄥˇ　ㄕㄨㄟˇ
激將法,ㄐㄧ　ㄐㄧㄤˋ　ㄈㄚˇ
濃妝豔抹,ㄋㄨㄥˊ　ㄓㄨㄤ　ㄧㄢˋ　ㄇㄛˇ
濃眉大眼,ㄋㄨㄥˊ　ㄇㄟˊ　ㄉㄚˋ　ㄧㄢˇ
濃縮版,ㄋㄨㄥˊ　ㄙㄨㄛ　ㄅㄢˇ
濟弱扶傾】,ㄐㄧˋ　ㄖㄨㄛˋ　ㄈㄨˊ　ㄑㄧㄥ
濟濟多士,ㄐㄧˇ　ㄐㄧˇ　ㄉㄨㄛ　ㄕˋ
濫殺無辜,ㄌㄢˋ　ㄕㄚ　ㄨˊ　ㄍㄨ
濫竽充數,ㄌㄢˋ　ㄩˊ　ㄔㄨㄥ　ㄕㄨˋ
濾光鏡,ㄌㄩˋ　ㄍㄨㄤ　ㄐㄧㄥˋ
濾水池,ㄌㄩˋ　ㄕㄨㄟˇ　ㄔˊ
濾過性病毒,ㄌㄩˋ　ㄍㄨㄛˋ　ㄒㄧㄥˋ　ㄅㄧㄥˋ　ㄉㄨˊ
瀏覽器,ㄌㄧㄡˊ　ㄌㄢˇ　ㄑㄧˋ
灌唱片,ㄍㄨㄢˋ　ㄔㄤˋ　ㄆㄧㄢˋ
灌迷湯,ㄍㄨㄢˋ　ㄇㄧˊ　ㄊㄤ
火上加油,ㄏㄨㄛˇ　ㄕㄤˋ　ㄐㄧㄚ　ㄧㄡˊ
火冒三丈,ㄏㄨㄛˇ　ㄇㄠˋ　ㄙㄢ　ㄓㄤˋ
火力發電,ㄏㄨㄛˇ　ㄌㄧˋ　ㄈㄚ　ㄉㄧㄢˋ
